number,state,created,closed,type,component_v1,root_cause_v1,severity_v1,confidence_v1,refined,component_v2,root_cause_v2,severity_v2,confidence_v2,fix_reason,note
831,CLOSED,2026-04-22,2026-04-23,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Bot-filed nightly E2E test failure report; closed next day."
832,CLOSED,2026-04-22,2026-04-24,defect,format-debian-rpm,path-normalization,outage-oom,high,yes,api-routing,config-error,outage-oom,med,"PR854 debian.rs matchit wildcard/param route conflict panics at startup; router config not path-norm","Backend panics at startup on Debian dists_path route conflict (matchit)"
833,OPEN,2026-04-22,"",feature,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"Add virtual repo collation mode that merges members instead of first-hit-wins"
838,CLOSED,2026-04-23,2026-04-23,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Nightly E2E tests failed, bot-filed report"
839,CLOSED,2026-04-23,2026-04-24,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,med,"PR859 maven.rs metadata gate + proxy_helpers.rs strict-path; virtual SNAPSHOT logic gap","Virtual maven repo does not serve SNAPSHOT artifacts/metadata from members"
840,OPEN,2026-04-23,"",feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Routing rules (regex allow/block) to limit which artifacts a remote repo serves"
850,CLOSED,2026-04-23,2026-04-25,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Add ability to disable guest access and force login"
853,CLOSED,2026-04-24,2026-04-24,automated-report,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Nightly E2E tests failed, bot-filed report"
856,CLOSED,2026-04-24,2026-04-25,defect,migration-import,data-integrity,degraded,high,yes,migration-import,data-integrity,degraded,high,"PR860 migration_worker.rs compares sha1 vs sha256, adds verify_checksums; checksum integrity","Nexus Maven migration fails checksum check (sha1 vs sha256); disable flag ignored"
857,CLOSED,2026-04-24,2026-04-25,defect,migration-import,validation-input,wrong-result,high,yes,migration-import,format-compat,wrong-result,high,"PR860 normalize_package_type maps maven2->maven, yum->rpm, raw->generic; format alias mapping","Nexus migration assessment marks maven2/yum/raw as unsupported though they are supported"
867,OPEN,2026-04-25,"",feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Runtime admin-panel toggle for guest access with DB override over env var"
868,CLOSED,2026-04-25,2026-05-12,enhancement,format-conan,n/a,none,high,no,format-conan,n/a,none,,,"Conan search should forward to remote upstream and aggregate virtual members"
870,CLOSED,2026-04-25,2026-06-01,defect,sbom-scanning,design-gap-other,wrong-result,high,yes,sbom-scanning,design-gap-other,wrong-result,high,"PR1553/1556 sbom.rs+declared_dependencies.rs add second source; read path scanner-only design gap","SBOM returns fake/empty data (no licenses/components/deps); recurrence of #708"
871,CLOSED,2026-04-25,2026-04-26,defect,sbom-scanning,error-handling,degraded,med,yes,storage-cas,error-handling,degraded,high,"PR878 storage/s3.rs fail-fast on missing creds vs silent IMDS retry loop; storage layer bug not scanning","Scans say queued but never appear in scans tab; storage object_store timeouts in logs"
876,CLOSED,2026-04-25,2026-05-12,enhancement,format-conan,n/a,none,high,no,format-conan,n/a,none,,,"Extend virtual-repo fan-out to remaining Conan v2 metadata endpoints"
882,CLOSED,2026-04-26,2026-04-26,infra,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Release gate to fail if any image missing on ghcr.io or docker.io"
883,CLOSED,2026-04-26,2026-04-26,chore,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Require regression test on every fix PR via PR template and CONTRIBUTING"
884,CLOSED,2026-04-26,2026-04-26,infra,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Build :1.1-dev images on release/1.1.x pushes for backport validation"
885,CLOSED,2026-04-26,2026-04-29,defect,format-debian-rpm,path-normalization,outage-oom,high,no,format-debian-rpm,path-normalization,outage-oom,,,"v1.1.8 panics at startup from Debian matchit route conflict; backend never Ready"
886,CLOSED,2026-04-26,2026-05-08,release-task,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Tracking issue for stable v1.1.9 release with cherry-picks and acceptance gates"
887,CLOSED,2026-04-26,2026-05-08,release-task,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Establish 1.1.9-rc.N validation policy and document in CONTRIBUTING.md"
888,CLOSED,2026-04-26,2026-04-27,defect,sbom-scanning,error-handling,wrong-result,high,yes,sbom-scanning,error-handling,wrong-result,high,"PR897 image_scanner.rs marks FAILED when Trivy unreachable vs Ok(empty)=COMPLETED; silent success","Docker image scans marked success even when Trivy pod not running"
889,CLOSED,2026-04-26,2026-05-08,defect,api-routing,design-gap-other,outage-oom,high,yes,api-routing,design-gap-other,outage-oom,high,"PR1099 health.rs /readyz returns 200 when setup_required to avoid k8s restart loop","/readyz returns 503 when default admin password unchanged, causing k8s restart loop"
894,CLOSED,2026-04-26,2026-05-08,defect,format-oci-docker,auth-logic,wrong-result,high,yes,format-oci-docker,auth-logic,wrong-result,high,"PR1102 oci_v2.rs extract_form_credentials for OAuth2 password grant; auth body handling","POST /v2/token ignores form-encoded OAuth2 password grant creds, breaks docker push"
895,CLOSED,2026-04-26,2026-05-12,feature,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Tee upstream proxy stream to client and storage simultaneously to avoid buffering/OOM"
901,CLOSED,2026-04-27,2026-05-30,automated-report,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Weekly container scan: 84 CRITICAL/HIGH findings in backend images"
902,CLOSED,2026-04-27,2026-05-04,defect,sbom-scanning,data-integrity,wrong-result,high,yes,sbom-scanning,data-integrity,wrong-result,high,"PR1006 scan_result_service.rs persists scanner_version/started_at never written; data completeness","scanner_version and started_at never written; always null on completed scans"
903,CLOSED,2026-04-27,2026-05-11,defect,sbom-scanning,design-gap-other,wrong-result,high,yes,sbom-scanning,design-gap-other,wrong-result,high,"PR1150 scan_packages table + --list-all-pkgs; SBOM sourced only from findings, design gap","SBOM only lists CVE-bearing components, not full dep tree; Trivy run without --list-all-pkgs"
905,CLOSED,2026-04-27,2026-05-03,defect,ci-cd-release,build-ci,degraded,high,yes,ci-cd-release,not-a-defect,none,med,"PR1003 shows ghcr semver tags WERE published; repro lacked --paginate; added verify job only","Versioned image tags published to docker.io but not ghcr.io; helm pin hits ImagePullBackOff"
906,CLOSED,2026-04-27,2026-05-04,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Return scan_result_ids from scan trigger so tests can pin to the created scan"
907,CLOSED,2026-04-27,2026-05-04,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Surface is_reused/source_scan_id on ScanResponse to expose scan dedup/reuse provenance"
908,CLOSED,2026-04-27,2026-04-27,defect,proxy-remote,design-gap-other,wrong-result,high,no,proxy-remote,design-gap-other,wrong-result,,,"cache_ttl_secs stored but never consumed by proxy/cache; silent no-op feature"
909,CLOSED,2026-04-27,2026-05-04,defect,webhooks,design-gap-other,wrong-result,high,no,webhooks,design-gap-other,wrong-result,,,"webhook_deliveries table never INSERTed; no producer so webhooks never fire on events"
910,CLOSED,2026-04-27,2026-05-04,defect,webhooks,auth-logic,security,high,no,webhooks,auth-logic,security,,,"Webhook HMAC signature is hardcoded literal string, not real HMAC; deliveries unauthenticated"
911,CLOSED,2026-04-27,2026-04-28,defect,proxy-remote,inv-cache-correctness,wrong-result,high,yes,proxy-remote,config-error,wrong-result,med,"PR932 unifies cache-ttl default constant; reported value diverged 24x, not actual cache logic","GET cache-ttl default 3600 diverges 24x from proxy actual default 86400; reported value wrong"
912,CLOSED,2026-04-27,2026-04-28,defect,virtual-repo,concurrency-race,wrong-result,high,yes,virtual-repo,concurrency-race,wrong-result,high,"PR934 repositories.rs: atomic UNNEST replaces per-member loop; concurrent reorder race","update_virtual_members runs per-member UPDATEs without a transaction; concurrent reorders interleave"
913,CLOSED,2026-04-27,2026-04-28,defect,virtual-repo,auth-logic,security,med,yes,virtual-repo,auth-logic,security,high,"PR935 repositories.rs: adds require_repo_access on member repos; authz gap","Virtual member endpoints check parent access only, not member repo access"
914,CLOSED,2026-04-27,2026-04-28,defect,sbom-scanning,error-handling,cosmetic,high,yes,sbom-scanning,error-handling,cosmetic,high,"PR941 security.rs: existence check so 404 returned for unknown scan_id","list_findings OpenAPI advertises 404 that handler never produces; spec/handler mismatch"
915,CLOSED,2026-04-27,2026-04-28,defect,virtual-repo,validation-input,outage-oom,high,yes,virtual-repo,validation-input,outage-oom,high,"PR938 repositories.rs/repository_service.rs: reject self-membership/cycles at insert","Virtual repos accept self-membership/cycles; resolution traversal can infinite-loop/stack overflow"
916,CLOSED,2026-04-27,2026-04-28,defect,virtual-repo,error-handling,degraded,high,yes,virtual-repo,error-handling,degraded,high,"PR936 repository_service.rs: map unique-violation 23505 to 409 Conflict","Duplicate add_virtual_member returns generic 500 instead of 409 Conflict on unique violation"
917,CLOSED,2026-04-27,2026-04-28,defect,proxy-remote,validation-input,degraded,high,yes,proxy-remote,validation-input,degraded,med,"PR946 repositories.rs: reject cache-ttl PUT on non-remote; proxy cache config","cache-ttl PUT accepted on local/virtual repos creating inert dead state; should reject"
918,CLOSED,2026-04-27,2026-04-28,defect,sbom-scanning,error-handling,degraded,high,yes,sbom-scanning,error-handling,degraded,high,"PR933 security.rs/error.rs: scanner-not-configured maps to 503 not 500","trigger_scan returns 500 for 'scanner not configured'; should be 503; misleads alerting"
919,CLOSED,2026-04-27,2026-05-10,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Epic: Webhooks v2 wire contract & resilience consolidation onto System A"
920,CLOSED,2026-04-27,2026-05-11,chore,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Epic: remove deprecated System B webhook/notification path in v1.2.0"
921,OPEN,2026-04-27,"",feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Epic: asymmetric webhook signing (Ed25519/RSA) via JWKS for v1.3.0"
922,CLOSED,2026-04-27,2026-05-08,security-hardening,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: encrypted-at-rest secrets + write-once display + rotation API"
923,CLOSED,2026-04-27,2026-05-10,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: real HMAC-SHA256 signing with multi-value X-ArtifactKeeper-Signature header"
924,CLOSED,2026-04-27,2026-04-30,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: wire EventBus producer to INSERT webhook_deliveries (the missing producer)"
925,CLOSED,2026-04-27,2026-05-10,enhancement,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: add Delivery UUID, Event, Event-Version headers + per-webhook schema version"
926,CLOSED,2026-04-27,2026-05-10,enhancement,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: 12-attempt jittered retry schedule + auto-disable + owner notification"
927,CLOSED,2026-04-27,2026-05-08,feature,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhooks v2: System B deprecation headers + one-time migration of notification subs to webhooks"
928,CLOSED,2026-04-27,2026-05-10,docs,docs,n/a,none,high,no,docs,n/a,none,,,"Webhooks v2 docs + sample receivers (Python/Node/Go) + CHANGELOG"
929,CLOSED,2026-04-27,2026-04-30,security-hardening,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Implement refresh-token rotation (invalidate-on-use) to prevent indefinite reuse of leaked tokens"
930,CLOSED,2026-04-27,2026-04-30,feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Add public consumer endpoint accepting ?ticket= query-param auth for download tickets"
931,CLOSED,2026-04-27,2026-04-30,security-hardening,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Flush API-token cache immediately on user is_active=false to close 5min revocation gap"
948,CLOSED,2026-04-27,2026-05-09,enhancement,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Thread explicit repository_id through DomainEvent so repo-scoped non-repo event subs fire"
949,CLOSED,2026-04-27,2026-05-12,enhancement,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhook producer perf: batch N+1 INSERT, add GIN index on webhooks.events"
950,OPEN,2026-04-27,"",chore,config-deploy,n/a,none,high,no,config-deploy,n/a,none,,,"IaC: provision AK_WEBHOOK_SECRET_KEY in Helm/Terraform/ArgoCD before staging deploy"
951,CLOSED,2026-04-27,2026-05-12,refactor,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Webhook test cleanup followups: middleware location, pub-crate consts, env override, map location"
952,CLOSED,2026-04-27,2026-05-12,test,webhooks,n/a,none,high,no,webhooks,n/a,none,,,"Deferred webhook v2 integration tests needing embedded-Postgres harness"
957,CLOSED,2026-04-28,2026-04-28,defect,format-debian-rpm,error-handling,outage-oom,high,no,format-debian-rpm,error-handling,outage-oom,,,"Backend panics on boot: conflicting axum route registration in debian.rs, container restart loop"
958,CLOSED,2026-04-28,2026-04-28,defect,virtual-repo,design-gap-other,wrong-result,high,no,virtual-repo,design-gap-other,wrong-result,,,"virtual maven repo doesn't list metadata (pom/sources/sha1) for local member artifacts though jar is served"
961,CLOSED,2026-04-28,2026-05-11,defect,sbom-scanning,validation-input,wrong-result,high,yes,sbom-scanning,validation-input,wrong-result,med,"PR1162 scanner_service.rs: is_applicable gate before scan_results row","all scanners run on every artifact even when repo/artifact type unsupported, skewing results"
962,CLOSED,2026-04-28,2026-05-12,defect,sbom-scanning,db-schema-query,wrong-result,high,yes,sbom-scanning,db-schema-query,wrong-result,high,"PR1208 dashboard SQL: DISTINCT ON latest scan, exclude deleted; sum-all-scans bug","security dashboard sums vuln counts across all scans instead of latest scan per artifact"
963,CLOSED,2026-04-28,2026-05-11,defect,sbom-scanning,error-handling,wrong-result,high,yes,sbom-scanning,error-handling,wrong-result,high,"PR1163 dependency_track.rs: classify DT failures as 502/503 not fail-open 0","DT auth/connection failure fails open showing 0 dependencies instead of surfacing an error"
964,CLOSED,2026-04-28,2026-05-09,docs,docs,n/a,none,high,no,docs,n/a,none,,,"README contradicts itself: L97 diagram shows Meilisearch, L278 says OpenSearch"
965,CLOSED,2026-04-28,2026-05-11,defect,sbom-scanning,error-handling,wrong-result,high,yes,sbom-scanning,error-handling,wrong-result,high,"PR1161 scanner_service.rs: submit SBOM from scan_packages even with 0 findings","SBOM not submitted to Dependency-Track when Grype finds 0 findings; submission gated on findings with package info"
966,CLOSED,2026-04-28,2026-05-11,defect,sbom-scanning,format-compat,wrong-result,high,yes,sbom-scanning,format-compat,wrong-result,med,"PR1164 grype_scanner.rs: gate Grype out of OCI; manifest JSON not layers","Grype finds 0 vulns on container images while Trivy finds hundreds; image layers not extracted for Grype"
968,OPEN,2026-04-29,"",feature,virtual-repo,n/a,none,high,no,virtual-repo,n/a,none,,,"request to allow publishing to a local member repo through a virtual group entry point"
969,CLOSED,2026-04-29,2026-05-09,enhancement,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"add trusted internal CIDR allowlist to exempt internal callers from auth rate limiter"
973,CLOSED,2026-04-29,2026-05-12,defect,virtual-repo,design-gap-other,wrong-result,high,yes,virtual-repo,design-gap-other,wrong-result,high,"PR1209/1217 hex.rs: aggregate across members incl remote; shadowing guard","hex virtual /names and /versions return [] when virtual contains remote pull-through member; mix deps.get fails"
976,CLOSED,2026-04-30,2026-05-12,enhancement,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"request to allow private/internal IP upstreams for remote repositories"
978,CLOSED,2026-04-30,2026-05-05,defect,sbom-scanning,upstream-dependency,degraded,high,yes,config-deploy,upstream-dependency,degraded,med,"PR980 docker/init-dtrack.sh,docker-compose.yml: bootstrap script vs DT4.x masked keys","dtrack-init reads apiKeys[0].key but DT 4.x masks existing keys, so init cannot provision API key"
981,CLOSED,2026-04-30,2026-05-12,defect,storage-cas,config-error,degraded,low,yes,storage-cas,config-error,degraded,med,"PR1201 storage/s3.rs: S3 connect diagnostics + startup probe; operator config","backend cannot connect to ceph rgw S3; object_store timeouts though reachable from container"
986,CLOSED,2026-04-30,2026-05-08,chore,format-conan,n/a,none,high,no,format-conan,n/a,none,,,"backport Conan correctness fixes #869/#873/#875 to release/1.1.x"
990,CLOSED,2026-04-30,2026-05-09,defect,format-conan,error-handling,wrong-result,high,no,format-conan,error-handling,wrong-result,,,"Conan returns 500 for upload to non-existent repo, /v2/ping ignores repo, 500 on long path"
991,CLOSED,2026-04-30,2026-05-12,defect,auth-rbac-sso,performance-scaling,degraded,med,yes,auth-rbac-sso,performance-scaling,degraded,high,"PR1200 auth.rs/auth_service.rs: bcrypt concurrency limit, pool sizing under load","sustained mixed workload error rate 33-54% on v1.1-dev; bcrypt auth path saturates CPU under load"
994,CLOSED,2026-05-01,2026-05-11,defect,sbom-scanning,validation-input,wrong-result,med,yes,sbom-scanning,validation-input,wrong-result,med,"PR1162 scanner_service.rs: is_applicable gate; silent-success on lodash fixture","scanner returns findings_count=0 in 3ms on known-vulnerable fixture; is_applicable rejects format silently"
999,CLOSED,2026-05-02,2026-05-08,question,format-generic,n/a,none,high,no,format-generic,n/a,none,,,"user asks how to add raw repo like nexus; support/config question"
1000,CLOSED,2026-05-02,2026-05-04,security-hardening,api-routing,validation-input,wrong-result,high,no,api-routing,validation-input,wrong-result,,,"extend LIKE-wildcard escaping to medium-severity package handlers to prevent wrong-artifact serving"
1001,CLOSED,2026-05-03,2026-05-03,defect,sbom-scanning,config-error,degraded,high,yes,ci-cd-release,build-ci,degraded,med,"PR1002 Dockerfile.backend: pre-seed Grype DB at build; air-gapped runtime fail","Grype vuln DB not pre-seeded in Dockerfile; first scan fails on egress-restricted runners"
1007,CLOSED,2026-05-03,2026-05-04,defect,format-oci-docker,config-error,degraded,med,yes,ui-web,ui-bug,degraded,high,"PR338 next.config.ts/middleware.test.ts: skipTrailingSlashRedirect for /v2/ in web","docker login via web frontend (port 3000) returns 401; web module does not forward /v2 auth to backend"
1008,CLOSED,2026-05-03,2026-05-08,defect,api-routing,validation-input,wrong-result,high,no,api-routing,validation-input,wrong-result,,,"/api/v1/users/me fails because 'me' is parsed as UUID; no me-alias route exists"
1009,CLOSED,2026-05-03,2026-05-13,enhancement,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"use forced password reset flow for first admin login instead of digging in container files"
1010,CLOSED,2026-05-03,2026-05-08,defect,auth-rbac-sso,auth-logic,wrong-result,high,no,auth-rbac-sso,auth-logic,wrong-result,,,"password change endpoint requires admin, ignores ownership so non-admins cannot change own password"
1012,CLOSED,2026-05-03,2026-05-09,enhancement,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"OnceCell caches None forever for scanner version; add TTL-backed cell to retry after transient failure"
1013,CLOSED,2026-05-03,2026-05-09,test,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"add unit tests for OpenscapScanner::probe_version parse paths"
1014,CLOSED,2026-05-03,2026-05-09,security-hardening,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"bound stdout capture in capture_cli_version to prevent OOM from malicious binary on PATH"
1015,CLOSED,2026-05-03,2026-05-09,feature,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"add janitor to reap stuck 'running' scan_results rows after worker crash"
1016,CLOSED,2026-05-04,2026-05-08,defect,proxy-remote,inv-cache-correctness,wrong-result,high,yes,storage-cas,error-handling,wrong-result,high,"PR1177 storage/filesystem.rs: map ENOENT to NotFound; not cache-correctness","downloading already-cached APT package from S3/FS remote repo fails with 500 / os error 2"
1018,CLOSED,2026-05-04,2026-05-04,defect,proxy-remote,inv-streaming,degraded,high,yes,proxy-remote,inv-streaming,degraded,high,"PR1055 proxy_helpers.rs/proxy_service.rs metadata-only probe before presigned redirect avoids buffering full body","proxy_fetch_or_redirect downloads full artifact into memory before creating pre-signed URL instead of metadata-only"
1019,CLOSED,2026-05-04,2026-05-12,defect,sbom-scanning,data-integrity,degraded,high,yes,sbom-scanning,data-integrity,degraded,high,"PR1208 scan_result_service.rs convert_to_reused leaves scanner_version NULL; UPDATE now binds source version","convert_to_reused doesn't propagate scanner_version from source; reused rows have NULL version"
1020,OPEN,2026-05-04,"",enhancement,format-pypi,n/a,none,high,no,format-pypi,n/a,none,,,"Feature: support presigned-URL redirects for PyPI artifacts to reduce server memory pressure"
1021,CLOSED,2026-05-04,2026-05-12,defect,format-oci-docker,config-error,degraded,high,yes,format-oci-docker,config-error,degraded,med,"PR1205 oci_v2.rs/config.rs honor AK_EXTERNAL_URL for docker WWW-Authenticate realm hostname","Docker WWW-Authenticate realm may use internal hostname; client outside cluster can't reach token URL"
1022,CLOSED,2026-05-04,2026-05-09,release-task,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Forward-port #1010 self-password fix to main; non-trivial cherry-pick due to diverged router"
1023,CLOSED,2026-05-04,2026-05-09,question,auth-rbac-sso,n/a,none,med,no,auth-rbac-sso,n/a,none,,,"Verify API-token cache invalidation on password change; investigate intentional vs bug"
1026,CLOSED,2026-05-04,2026-05-12,security-hardening,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"Stricter rate limit on self-password-change endpoint to block current-password guessing"
1027,CLOSED,2026-05-04,2026-05-09,question,auth-rbac-sso,n/a,none,med,no,auth-rbac-sso,n/a,none,,,"Investigate whether API-token cache must be invalidated on password change (dup of #1023)"
1029,CLOSED,2026-05-04,2026-05-09,release-task,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Forward-port #962 dashboard count fix to main; must re-author due to diverged schema"
1030,CLOSED,2026-05-04,2026-05-12,enhancement,database-migrations,n/a,none,high,no,database-migrations,n/a,none,,,"Add partial index for scan_results latest-scan DISTINCT ON query to avoid latency regression"
1031,CLOSED,2026-05-04,2026-05-12,test,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Standardize CI integration-test convention: drop #[ignore] or pass --ignored consistently"
1032,CLOSED,2026-05-04,2026-05-09,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"acknowledge_finding has no per-repo ownership check; any user can hide CVEs from dashboard"
1034,CLOSED,2026-05-04,2026-05-09,defect,auth-rbac-sso,auth-logic,security,high,no,auth-rbac-sso,auth-logic,security,,,"GET /dashboard has no role gate; any authed user sees global CVE counts across all repos"
1035,CLOSED,2026-05-04,2026-05-09,defect,sbom-scanning,concurrency-race,wrong-result,high,no,sbom-scanning,concurrency-race,wrong-result,,,"copy_scan_results does two sequential INSERTs without tx; concurrent dashboard sees zero findings"
1037,CLOSED,2026-05-04,2026-05-09,release-task,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Forward-port #978 dtrack-init key extraction fix to main"
1038,CLOSED,2026-05-04,2026-05-09,security-hardening,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Tighten dtrack-init API key file permissions from 644 to 600"
1039,CLOSED,2026-05-04,2026-05-12,docs,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Release-notes task warning operators about Automation team key rotation/orphaned keys in dtrack-init"
1040,CLOSED,2026-05-04,2026-05-12,test,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Wire docker/test-init-dtrack.sh regression test into CI"
1041,CLOSED,2026-05-04,2026-05-12,test,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Pin dtrack-init mock status codes to DT 4.x values and assert POST count for warm-start"
1044,CLOSED,2026-05-04,2026-05-09,security-hardening,format-conan,validation-input,none,high,no,format-conan,validation-input,none,,,"Add cumulative storage-key length check for S3-backed Conan uploads (per-segment guard insufficient)"
1045,CLOSED,2026-05-04,2026-05-12,test,ci-cd-release,n/a,none,high,no,ci-cd-release,n/a,none,,,"Un-ignore or split-mark conan_error_paths_tests so CI executes them"
1046,CLOSED,2026-05-04,2026-05-12,test,format-conan,n/a,none,high,no,format-conan,n/a,none,,,"Add full-stack integration test exercising repo_visibility_middleware plus Conan handlers"
1047,CLOSED,2026-05-04,2026-05-12,chore,api-routing,n/a,none,high,no,api-routing,n/a,none,,,"Audit other format handlers for #990's three error-path patterns (unknown-repo 500, ping, long path)"
1051,CLOSED,2026-05-04,2026-05-12,security-hardening,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Add ETag-based integrity revalidation on proxy fast-path to harden against cache poisoning"
1052,CLOSED,2026-05-04,2026-05-09,security-hardening,proxy-remote,path-normalization,none,high,no,proxy-remote,path-normalization,none,,,"Defense-in-depth: reject .. and NUL in proxy cache_storage_key construction (not a regression)"
1053,CLOSED,2026-05-04,2026-05-09,security-hardening,rate-limiting,n/a,none,high,no,rate-limiting,n/a,none,,,"Add per-IP rate limit on presigned-URL minting to mitigate DoS amplification"
1054,CLOSED,2026-05-04,2026-05-09,test,proxy-remote,n/a,none,med,no,proxy-remote,n/a,none,,,"Add assertion/test that ProxyService.storage and storage_for_repo coincide for default location"
1058,CLOSED,2026-05-04,2026-05-09,defect,sbom-scanning,concurrency-race,wrong-result,high,no,sbom-scanning,concurrency-race,wrong-result,,,"TOCTOU: get_scan runs outside tx in copy_scan_results, can produce findings_count>0 with 0 findings"
1059,CLOSED,2026-05-04,2026-05-09,defect,sbom-scanning,concurrency-race,wrong-result,high,no,sbom-scanning,concurrency-race,wrong-result,,,"recalculate_score does 3 sequential awaits without tx; concurrent reader sees inconsistent state"
1061,CLOSED,2026-05-04,2026-05-13,enhancement,database-migrations,n/a,none,high,no,database-migrations,n/a,none,,,"Add partial index on scan_results(started_at) WHERE status=running to speed janitor sweep"
1062,CLOSED,2026-05-04,2026-05-13,docs,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Release-notes task to warn operators about one-time stuck-scan reap burst after janitor upgrade"
1063,CLOSED,2026-05-04,2026-05-13,security-hardening,sbom-scanning,n/a,none,high,no,sbom-scanning,n/a,none,,,"Emit audit event when stuck-scan janitor reaps running->failed scans for security incident visibility"
1065,CLOSED,2026-05-05,2026-05-13,defect,proxy-remote,config-error,degraded,high,no,proxy-remote,config-error,degraded,,,"Forward-port #1016 fix to main: ProxyService synthesizes wrong storage backend, cache writes land on wrong backend"
1066,CLOSED,2026-05-05,2026-05-08,refactor,format-oci-docker,n/a,none,high,no,format-oci-docker,n/a,none,,,"Refactor: extract TagsFetchCtx struct from 8-arg OCI proxy helper functions to remove clippy allow"
1067,CLOSED,2026-05-05,2026-05-13,test,proxy-remote,n/a,none,high,no,proxy-remote,n/a,none,,,"Add staging smoke test for #1016 using real S3 + Debian APT proxy to verify cache hot path"
1069,CLOSED,2026-05-05,2026-05-09,defect,virtual-repo,inv-cache-correctness,wrong-result,high,yes,virtual-repo,inv-cache-correctness,wrong-result,high,"PR1070 proxy_helpers.rs/cargo.rs route Remote members through ProxyService to honor __cache_meta__.json TTL","Virtual repo bypasses __cache_meta__.json TTL for Remote members, serving stale cached bytes without revalidation"
1073,CLOSED,2026-05-05,2026-05-12,defect,sbom-scanning,inv-cache-correctness,wrong-result,high,yes,storage-cas,path-normalization,wrong-result,high,"PR1203 fix is filesystem.rs key_to_path; storage path mismatch reading proxy-cache __content__, not a scanner/cache bug","Docker proxy-cache scan fails reading __content__ file not found though file exists; scanner storage path mismatch"
1077,CLOSED,2026-05-06,2026-05-09,defect,format-helm,path-normalization,wrong-result,high,no,format-helm,path-normalization,wrong-result,,,"Helm remote proxy assumes fixed charts/{name}-{version}.tgz path, ignores index.yaml urls field; 404 on many repos"
1080,OPEN,2026-05-07,"",feature,auth-rbac-sso,n/a,none,high,no,auth-rbac-sso,n/a,none,,,"Feature: keyless GitHub Actions OIDC workload identity token exchange for CI auth"
